"TABLE_NAME","COMMENTS"
"ALL_SCHEDULER_REMOTE_DATABASES",""
"USER_LOB_SUBPARTITIONS",""
"ALL_SQLSET_PLANS",""
"USER_ADDM_INSTANCES",""
"DBA_ADVISOR_LOG",""
"DBA_IAS_GEN_STMTS_EXP",""
"ALL_PART_HISTOGRAMS",""
"DBA_ADVISOR_EXECUTION_TYPES",""
"USER_SQLTUNE_PLANS",""
"USER_SQLTUNE_BINDS",""
"ALL_SQLSET",""
"DBA_DDL_LOCKS",""
"ALL_SQLSET_BINDS",""
"USER_ADVISOR_SQLA_WK_SUM",""
"USER_DBFS_HS_FILES",""
"DBA_QUEUE_SCHEDULES",""
"DBA_ADVISOR_RECOMMENDATIONS",""
"ALL_TRANSFORMATIONS",""
"ALL_IND_SUBPARTITIONS",""
"USER_SQLTUNE_STATISTICS",""
"DBA_SQLSET_BINDS",""
"DBA_SQL_MONITOR_USAGE",""
"USER_DBFS_HS_COMMANDS",""
"DBA_ADVISOR_COMMANDS",""
"USER_SQLSET_PLANS",""
"DBA_ADVISOR_DIR_INSTANCES",""
"DBA_WORKLOAD_REPLAY_FILTER_SET",""
"DBA_IND_PARTITIONS",""
"USER_REGISTRY",""
"ALL_LOB_TEMPLATES",""
"DBA_ADVISOR_SQLW_JOURNAL",""
"DBA_WORKLOAD_REPLAY_DIVERGENCE",""
"DBA_SQLTUNE_STATISTICS",""
"DBA_AQ_AGENTS",""
"USER_DBFS_HS_PROPERTIES",""
"ALL_REGISTRY_BANNERS",""
"DBA_DBFS_HS",""
"DBA_SQLTUNE_PLANS",""
"DBA_SQLSET",""
"DBA_QUEUE_PUBLISHERS",""
"USER_ADDM_FDG_BREAKDOWN",""
"USER_QUEUE_SCHEDULES",""
"DBA_ADVISOR_OBJECT_TYPES",""
"ALL_PROBE_OBJECTS",""
"DBA_XMLSCHEMA_LEVEL_VIEW_DUP",""
"DBA_ADVISOR_SQLA_TABVOL",""
"USER_ADVISOR_FINDINGS",""
"DBA_DML_LOCKS",""
"DBA_ADVISOR_EXEC_PARAMETERS",""
"DBA_IND_SUBPARTITIONS",""
"USER_PART_TABLES",""
"DBA_PART_HISTOGRAMS",""
"DBA_ADVISOR_SQLA_REC_SUM",""
"USER_ADVISOR_SQLA_WK_STMTS",""
"DBA_PART_LOBS",""
"DBA_BLOCKERS",""
"DBA_PARALLEL_EXECUTE_CHUNKS",""
"ALL_ATTRIBUTE_TRANSFORMATIONS",""
"USER_ADVISOR_SQLW_TABLES",""
"ALL_SQLSET_STATEMENTS",""
"USER_SQLSET_REFERENCES",""
"DBA_ADVISOR_JOURNAL",""
"USER_ADDM_TASKS",""
"DBA_IAS_SITES",""
"ALL_TAB_PARTITIONS",""
"DBA_ADVISOR_SQLW_COLVOL",""
"DBA_LOGMNR_SESSION",""
"DBA_PART_INDEXES",""
"DBA_REGISTRY_DATABASE",""
"USER_ADVISOR_EXECUTIONS",""
"ALL_SERVICES",""
"ALL_SUBPARTITION_TEMPLATES",""
"USER_SUBPART_HISTOGRAMS",""
"USER_ADVISOR_LOG",""
"DBA_ADVISOR_SQLA_TABLES",""
"USER_ADVISOR_SQLSTATS",""
"USER_PART_COL_STATISTICS",""
"DBA_WAITERS",""
"USER_ATTRIBUTE_TRANSFORMATIONS",""
"DBA_ADVISOR_DEF_PARAMETERS",""
"ALL_LOB_SUBPARTITIONS",""
"DBA_IAS_OBJECTS_EXP",""
"USER_PART_INDEXES",""
"DBA_LOB_PARTITIONS",""
"DBA_ADVISOR_FINDINGS",""
"DBA_ADVISOR_SQLW_TABLES",""
"DBA_ADVISOR_SQLA_WK_SUM",""
"USER_AQ_AGENT_PRIVS",""
"USER_XML_COLUMN_NAMES",""
"DBA_FLASHBACK_TXN_STATE",""
"USER_ADVISOR_JOURNAL",""
"DBA_ANALYZE_OBJECTS",""
"USER_ADVISOR_SQLA_REC_SUM",""
"DBA_ADVISOR_DIR_TASK_INST",""
"DBA_PART_KEY_COLUMNS",""
"DBA_SQLSET_PLANS",""
"DBA_DBFS_HS_PROPERTIES",""
"DBA_SQLTUNE_RATIONALE_PLAN",""
"USER_ADVISOR_SQLA_WK_MAP",""
"USER_ADVISOR_RECOMMENDATIONS",""
"USER_DBFS_HS",""
"USER_ADVISOR_TEMPLATES",""
"USER_ADVISOR_SQLA_TABVOL",""
"USER_LOB_TEMPLATES",""
"ALL_REPCAT",""
"USER_SQLSET_BINDS",""
"USER_LOB_PARTITIONS",""
"DBA_ADVISOR_SQLA_WK_STMTS",""
"DBA_WORKLOAD_CONNECTION_MAP",""
"DBA_ADVISOR_SQLA_COLVOL",""
"DBA_KEEPSIZES",""
"DBA_ADVISOR_SQLW_TABVOL",""
"USER_PART_KEY_COLUMNS",""
"DBA_SUBPART_HISTOGRAMS",""
"DBA_SQLSET_REFERENCES",""
"ALL_QUEUE_SCHEDULES",""
"DBA_EXPORT_PATHS",""
"ALL_SUBPART_HISTOGRAMS",""
"DBA_ADVISOR_FDG_BREAKDOWN",""
"USER_ADDM_FINDINGS",""
"DBA_ADDM_INSTANCES",""
"USER_SUBPART_KEY_COLUMNS",""
"USER_SQLTUNE_RATIONALE_PLAN",""
"DBA_PARALLEL_EXECUTE_TASKS",""
"DBA_REGISTRY_LOG",""
"USER_PART_HISTOGRAMS",""
"DBA_IAS_GEN_STMTS",""
"USER_PARALLEL_EXECUTE_TASKS",""
"DBA_SUBPART_KEY_COLUMNS",""
"DBA_ADVISOR_SQLW_PARAMETERS",""
"DBA_ADVISOR_SQLSTATS",""
"DBA_REGISTRY_DEPENDENCIES",""
"DBA_SQLTUNE_BINDS",""
"ALL_PART_INDEXES",""
"DBA_KGLLOCK",""
"DBA_ADVISOR_EXECUTIONS",""
"DBA_TRANSFORMATIONS",""
"DBA_SUBPART_COL_STATISTICS",""
"DBA_REGISTRY",""
"ALL_SUBPART_KEY_COLUMNS",""
"AUDIT_ACTIONS","Description table for audit trail action type codes.  Maps action type numbers to action type names"
"COLUMN_PRIVILEGES","Grants on columns for which the user is the grantor, grantee, owner, or
 an enabled role or PUBLIC is the grantee"
"DATABASE_COMPATIBLE_LEVEL","Database compatible parameter set via init.ora"
"DBMS_ALERT_INFO",""
"DBMS_LOCK_ALLOCATED",""
"DICTIONARY","Description of data dictionary tables and views"
"DICT_COLUMNS","Description of columns in data dictionary tables and views"
"DUAL",""
"GLOBAL_NAME","global database name"
"INDEX_HISTOGRAM","statistics on keys with repeat count"
"INDEX_STATS","statistics on the b-tree"
"NLS_DATABASE_PARAMETERS","Permanent NLS parameters of the database"
"NLS_INSTANCE_PARAMETERS","NLS parameters of the instance"
"NLS_SESSION_PARAMETERS","NLS parameters of the user session"
"RESOURCE_COST","Cost for each resource"
"ROLE_ROLE_PRIVS","Roles which are granted to roles"
"ROLE_SYS_PRIVS","System privileges granted to roles"
"ROLE_TAB_PRIVS","Table privileges granted to roles"
"SESSION_PRIVS","Privileges which the user currently has set"
"SESSION_ROLES","Roles which the user currently has enabled."
"TABLE_PRIVILEGES","Grants on objects for which the user is the grantor, grantee, owner,
 or an enabled role or PUBLIC is the grantee"
"CHANGE_PROPAGATIONS","Synonym for ALL_CHANGE_PROPAGATIONS"
"CHANGE_PROPAGATION_SETS","Synonym for ALL_CHANGE_PROPAGATION_SETS"
"CHANGE_SETS","Synonym for ALL_CHANGE_SETS"
"CHANGE_SOURCES","Synonym for ALL_CHANGE_SOURCES"
"CHANGE_TABLES","Synonym for ALL_CHANGE_TABLES"
"ALL_SNAPSHOT_REFRESH_TIMES","Synonym for ALL_MVIEW_REFRESH_TIMES"
"CAT","Synonym for USER_CATALOG"
"CLU","Synonym for USER_CLUSTERS"
"CLIENT_RESULT_CACHE_STATS$","Synonym for CRCSTATS_$"
"V$PARALLEL_DEGREE_LIMIT_MTH","Synonym for V_$PARALLEL_DEGREE_LIMIT_MTH"
"V$PARAMETER","Synonym for V_$PARAMETER"
"V$PARAMETER2","Synonym for V_$PARAMETER2"
"V$PARAMETER_VALID_VALUES","Synonym for V_$PARAMETER_VALID_VALUES"
"V$PERSISTENT_PUBLISHERS","Synonym for V_$PERSISTENT_PUBLISHERS"
"V$PERSISTENT_QMN_CACHE","Synonym for V_$PERSISTENT_QMN_CACHE"
"V$PERSISTENT_QUEUES","Synonym for V_$PERSISTENT_QUEUES"
"V$PERSISTENT_SUBSCRIBERS","Synonym for V_$PERSISTENT_SUBSCRIBERS"
"V$PGASTAT","Synonym for V_$PGASTAT"
"V$PGA_TARGET_ADVICE","Synonym for V_$PGA_TARGET_ADVICE"
"V$PGA_TARGET_ADVICE_HISTOGRAM","Synonym for V_$PGA_TARGET_ADVICE_HISTOGRAM"
"V$POLICY_HISTORY","Synonym for V_$POLICY_HISTORY"
"V$PQ_SESSTAT","Synonym for V_$PQ_SESSTAT"
"V$PQ_SLAVE","Synonym for V_$PQ_SLAVE"
"V$PQ_SYSSTAT","Synonym for V_$PQ_SYSSTAT"
"V$PQ_TQSTAT","Synonym for V_$PQ_TQSTAT"
"V$PROCESS","Synonym for V_$PROCESS"
"V$PROCESS_GROUP","Synonym for V_$PROCESS_GROUP"
"V$PROCESS_MEMORY","Synonym for V_$PROCESS_MEMORY"
"V$PROCESS_MEMORY_DETAIL","Synonym for V_$PROCESS_MEMORY_DETAIL"
"V$PROCESS_MEMORY_DETAIL_PROG","Synonym for V_$PROCESS_MEMORY_DETAIL_PROG"
"V$PROPAGATION_RECEIVER","Synonym for V_$PROPAGATION_RECEIVER"
"V$PROPAGATION_SENDER","Synonym for V_$PROPAGATION_SENDER"
"V$PROXY_ARCHIVEDLOG","Synonym for V_$PROXY_ARCHIVEDLOG"
"V$PROXY_ARCHIVELOG_DETAILS","Synonym for V_$PROXY_ARCHIVELOG_DETAILS"
"V$PROXY_ARCHIVELOG_SUMMARY","Synonym for V_$PROXY_ARCHIVELOG_SUMMARY"
"V$PROXY_COPY_DETAILS","Synonym for V_$PROXY_COPY_DETAILS"
"V$PROXY_COPY_SUMMARY","Synonym for V_$PROXY_COPY_SUMMARY"
"V$PROXY_DATAFILE","Synonym for V_$PROXY_DATAFILE"
"V$PWFILE_USERS","Synonym for V_$PWFILE_USERS"
"V$PX_BUFFER_ADVICE","Synonym for V_$PX_BUFFER_ADVICE"
"V$PX_INSTANCE_GROUP","Synonym for V_$PX_INSTANCE_GROUP"
"V$PX_PROCESS","Synonym for V_$PX_PROCESS"
"V$PX_PROCESS_SYSSTAT","Synonym for V_$PX_PROCESS_SYSSTAT"
"V$PX_SESSION","Synonym for V_$PX_SESSION"
"V$PX_SESSTAT","Synonym for V_$PX_SESSTAT"
"V$QMON_COORDINATOR_STATS","Synonym for V_$QMON_COORDINATOR_STATS"
"V$QMON_SERVER_STATS","Synonym for V_$QMON_SERVER_STATS"
"V$QMON_TASKS","Synonym for V_$QMON_TASKS"
"V$QMON_TASK_STATS","Synonym for V_$QMON_TASK_STATS"
"V$QUEUE","Synonym for V_$QUEUE"
"V$QUEUEING_MTH","Synonym for V_$QUEUEING_MTH"
"V$RECOVERY_AREA_USAGE","Synonym for V_$RECOVERY_AREA_USAGE"
"V$RECOVERY_FILE_DEST","Synonym for V_$RECOVERY_FILE_DEST"
"V$RECOVERY_FILE_STATUS","Synonym for V_$RECOVERY_FILE_STATUS"
"V$RECOVERY_LOG","Synonym for V_$RECOVERY_LOG"
"V$RECOVERY_PROGRESS","Synonym for V_$RECOVERY_PROGRESS"
"V$RECOVERY_STATUS","Synonym for V_$RECOVERY_STATUS"
"V$RECOVER_FILE","Synonym for V_$RECOVER_FILE"
"V$REDO_DEST_RESP_HISTOGRAM","Synonym for V_$REDO_DEST_RESP_HISTOGRAM"
"V$REPLPROP","Synonym for V_$REPLPROP"
"V$REPLQUEUE","Synonym for V_$REPLQUEUE"
"V$REQDIST","Synonym for V_$REQDIST"
"V$RESERVED_WORDS","Synonym for V_$RESERVED_WORDS"
"V$RESOURCE","Synonym for V_$RESOURCE"
"V$RESOURCE_LIMIT","Synonym for V_$RESOURCE_LIMIT"
"V$RESTORE_POINT","Synonym for V_$RESTORE_POINT"
"V$RESULT_CACHE_DEPENDENCY","Synonym for V_$RESULT_CACHE_DEPENDENCY"
"V$RESULT_CACHE_MEMORY","Synonym for V_$RESULT_CACHE_MEMORY"
"V$RESULT_CACHE_OBJECTS","Synonym for V_$RESULT_CACHE_OBJECTS"
"V$RESULT_CACHE_STATISTICS","Synonym for V_$RESULT_CACHE_STATISTICS"
"V$RESUMABLE","Synonym for V_$RESUMABLE"
"V$RFS_THREAD","Synonym for V_$RFS_THREAD"
"V$RMAN_BACKUP_JOB_DETAILS","Synonym for V_$RMAN_BACKUP_JOB_DETAILS"
"V$RMAN_BACKUP_SUBJOB_DETAILS","Synonym for V_$RMAN_BACKUP_SUBJOB_DETAILS"
"V$RMAN_BACKUP_TYPE","Synonym for V_$RMAN_BACKUP_TYPE"
"V$RMAN_COMPRESSION_ALGORITHM","Synonym for V_$RMAN_COMPRESSION_ALGORITHM"
"V$RMAN_CONFIGURATION","Synonym for V_$RMAN_CONFIGURATION"
"V$RMAN_ENCRYPTION_ALGORITHMS","Synonym for V_$RMAN_ENCRYPTION_ALGORITHMS"
"V$RMAN_OUTPUT","Synonym for V_$RMAN_OUTPUT"
"V$RMAN_STATUS","Synonym for V_$RMAN_STATUS"
"V$ROLLNAME","Synonym for V_$ROLLNAME"
"V$ROLLSTAT","Synonym for V_$ROLLSTAT"
"V$ROWCACHE","Synonym for V_$ROWCACHE"
"V$ROWCACHE_PARENT","Synonym for V_$ROWCACHE_PARENT"
"V$ROWCACHE_SUBORDINATE","Synonym for V_$ROWCACHE_SUBORDINATE"
"V$RSRCMGRMETRIC","Synonym for V_$RSRCMGRMETRIC"
"V$RSRCMGRMETRIC_HISTORY","Synonym for V_$RSRCMGRMETRIC_HISTORY"
"V$RSRC_CONSUMER_GROUP","Synonym for V_$RSRC_CONSUMER_GROUP"
"V$RSRC_CONSUMER_GROUP_CPU_MTH","Synonym for V_$RSRC_CONSUMER_GROUP_CPU_MTH"
"V$RSRC_CONS_GROUP_HISTORY","Synonym for V_$RSRC_CONS_GROUP_HISTORY"
"V$RSRC_PLAN","Synonym for V_$RSRC_PLAN"
"V$RSRC_PLAN_CPU_MTH","Synonym for V_$RSRC_PLAN_CPU_MTH"
"V$RSRC_PLAN_HISTORY","Synonym for V_$RSRC_PLAN_HISTORY"
"V$RSRC_SESSION_INFO","Synonym for V_$RSRC_SESSION_INFO"
"V$RULE","Synonym for V_$RULE"
"V$RULE_SET","Synonym for V_$RULE_SET"
"V$RULE_SET_AGGREGATE_STATS","Synonym for V_$RULE_SET_AGGREGATE_STATS"
"V$SCHEDULER_RUNNING_JOBS","Synonym for V_$SCHEDULER_RUNNING_JOBS"
"V$SECUREFILE_TIMER","Synonym for V_$SECUREFILE_TIMER"
"V$SEGMENT_STATISTICS","Synonym for V_$SEGMENT_STATISTICS"
"V$SEGSPACE_USAGE","Synonym for V_$SEGSPACE_USAGE"
"V$SEGSTAT","Synonym for V_$SEGSTAT"
"V$SEGSTAT_NAME","Synonym for V_$SEGSTAT_NAME"
"V$SERVICEMETRIC","Synonym for V_$SERVICEMETRIC"
"V$SERVICEMETRIC_HISTORY","Synonym for V_$SERVICEMETRIC_HISTORY"
"V$SERVICES","Synonym for V_$SERVICES"
"V$SERVICE_EVENT","Synonym for V_$SERVICE_EVENT"
"V$SERVICE_STATS","Synonym for V_$SERVICE_STATS"
"V$SERVICE_WAIT_CLASS","Synonym for V_$SERVICE_WAIT_CLASS"
"V$SERV_MOD_ACT_STATS","Synonym for V_$SERV_MOD_ACT_STATS"
"V$SESSION","Synonym for V_$SESSION"
"V$SESSION_BLOCKERS","Synonym for V_$SESSION_BLOCKERS"
"V$SESSION_CONNECT_INFO","Synonym for V_$SESSION_CONNECT_INFO"
"V$SESSION_CURSOR_CACHE","Synonym for V_$SESSION_CURSOR_CACHE"
"V$SESSION_EVENT","Synonym for V_$SESSION_EVENT"
"V$SESSION_FIX_CONTROL","Synonym for V_$SESSION_FIX_CONTROL"
"V$SESSION_LONGOPS","Synonym for V_$SESSION_LONGOPS"
"V$SESSION_OBJECT_CACHE","Synonym for V_$SESSION_OBJECT_CACHE"
"V$SESSION_WAIT","Synonym for V_$SESSION_WAIT"
"V$SESSION_WAIT_CLASS","Synonym for V_$SESSION_WAIT_CLASS"
"V$SESSION_WAIT_HISTORY","Synonym for V_$SESSION_WAIT_HISTORY"
"V$SESSMETRIC","Synonym for V_$SESSMETRIC"
"V$SESSTAT","Synonym for V_$SESSTAT"
"V$SESS_IO","Synonym for V_$SESS_IO"
"V$SESS_TIME_MODEL","Synonym for V_$SESS_TIME_MODEL"
"V$SES_OPTIMIZER_ENV","Synonym for V_$SES_OPTIMIZER_ENV"
"V$SGA","Synonym for V_$SGA"
"V$SGAINFO","Synonym for V_$SGAINFO"
"V$SGASTAT","Synonym for V_$SGASTAT"
"V$SGA_CURRENT_RESIZE_OPS","Synonym for V_$SGA_CURRENT_RESIZE_OPS"
"V$SGA_DYNAMIC_COMPONENTS","Synonym for V_$SGA_DYNAMIC_COMPONENTS"
"V$SGA_DYNAMIC_FREE_MEMORY","Synonym for V_$SGA_DYNAMIC_FREE_MEMORY"
"V$SGA_RESIZE_OPS","Synonym for V_$SGA_RESIZE_OPS"
"V$SGA_TARGET_ADVICE","Synonym for V_$SGA_TARGET_ADVICE"
"V$SHARED_POOL_ADVICE","Synonym for V_$SHARED_POOL_ADVICE"
"V$SHARED_POOL_RESERVED","Synonym for V_$SHARED_POOL_RESERVED"
"V$SHARED_SERVER","Synonym for V_$SHARED_SERVER"
"V$SHARED_SERVER_MONITOR","Synonym for V_$SHARED_SERVER_MONITOR"
"V$SORT_SEGMENT","Synonym for V_$SORT_SEGMENT"
"V$SORT_USAGE","Synonym for V_$SORT_USAGE"
"V$TEMPSEG_USAGE","Synonym for V_$SORT_USAGE"
"V$SPPARAMETER","Synonym for V_$SPPARAMETER"
"V$SQL","Synonym for V_$SQL"
"V$SQLAREA","Synonym for V_$SQLAREA"
"V$SQLAREA_PLAN_HASH","Synonym for V_$SQLAREA_PLAN_HASH"
"V$SQLCOMMAND","Synonym for V_$SQLCOMMAND"
"V$SQLFN_ARG_METADATA","Synonym for V_$SQLFN_ARG_METADATA"
"V$SQLFN_METADATA","Synonym for V_$SQLFN_METADATA"
"V$SQLPA_METRIC","Synonym for V_$SQLPA_METRIC"
"V$SQLSTATS","Synonym for V_$SQLSTATS"
"V$SQLSTATS_PLAN_HASH","Synonym for V_$SQLSTATS_PLAN_HASH"
"V$SQLTEXT","Synonym for V_$SQLTEXT"
"V$SQLTEXT_WITH_NEWLINES","Synonym for V_$SQLTEXT_WITH_NEWLINES"
"V$SQL_BIND_CAPTURE","Synonym for V_$SQL_BIND_CAPTURE"
"V$SQL_BIND_DATA","Synonym for V_$SQL_BIND_DATA"
"V$SQL_BIND_METADATA","Synonym for V_$SQL_BIND_METADATA"
"V$SQL_CS_HISTOGRAM","Synonym for V_$SQL_CS_HISTOGRAM"
"V$SQL_CS_SELECTIVITY","Synonym for V_$SQL_CS_SELECTIVITY"
"V$SQL_CS_STATISTICS","Synonym for V_$SQL_CS_STATISTICS"
"V$SQL_CURSOR","Synonym for V_$SQL_CURSOR"
"V$SQL_FEATURE","Synonym for V_$SQL_FEATURE"
"V$SQL_FEATURE_DEPENDENCY","Synonym for V_$SQL_FEATURE_DEPENDENCY"
"V$SQL_FEATURE_HIERARCHY","Synonym for V_$SQL_FEATURE_HIERARCHY"
"V$SQL_HINT","Synonym for V_$SQL_HINT"
"V$SQL_JOIN_FILTER","Synonym for V_$SQL_JOIN_FILTER"
"V$SQL_MONITOR","Synonym for V_$SQL_MONITOR"
"V$SQL_OPTIMIZER_ENV","Synonym for V_$SQL_OPTIMIZER_ENV"
"V$SQL_PLAN","Synonym for V_$SQL_PLAN"
"V$SQL_PLAN_MONITOR","Synonym for V_$SQL_PLAN_MONITOR"
"V$SQL_PLAN_STATISTICS","Synonym for V_$SQL_PLAN_STATISTICS"
"V$SQL_PLAN_STATISTICS_ALL","Synonym for V_$SQL_PLAN_STATISTICS_ALL"
"V$SQL_REDIRECTION","Synonym for V_$SQL_REDIRECTION"
"V$SQL_SHARED_CURSOR","Synonym for V_$SQL_SHARED_CURSOR"
"V$SQL_SHARED_MEMORY","Synonym for V_$SQL_SHARED_MEMORY"
"V$FAST_START_SERVERS","Synonym for V_$FAST_START_SERVERS"
"V$FAST_START_TRANSACTIONS","Synonym for V_$FAST_START_TRANSACTIONS"
"V$FILEMETRIC","Synonym for V_$FILEMETRIC"
"V$FILEMETRIC_HISTORY","Synonym for V_$FILEMETRIC_HISTORY"
"V$FILESPACE_USAGE","Synonym for V_$FILESPACE_USAGE"
"V$FILESTAT","Synonym for V_$FILESTAT"
"V$FILE_CACHE_TRANSFER","Synonym for V_$FILE_CACHE_TRANSFER"
"V$FILE_HISTOGRAM","Synonym for V_$FILE_HISTOGRAM"
"V$FILE_OPTIMIZED_HISTOGRAM","Synonym for V_$FILE_OPTIMIZED_HISTOGRAM"
"V$FILE_PING","Synonym for V_$FILE_PING"
"V$FIXED_TABLE","Synonym for V_$FIXED_TABLE"
"V$FIXED_VIEW_DEFINITION","Synonym for V_$FIXED_VIEW_DEFINITION"
"V$FLASHBACK_DATABASE_LOG","Synonym for V_$FLASHBACK_DATABASE_LOG"
"V$FLASHBACK_DATABASE_LOGFILE","Synonym for V_$FLASHBACK_DATABASE_LOGFILE"
"V$FLASHBACK_DATABASE_STAT","Synonym for V_$FLASHBACK_DATABASE_STAT"
"V$FLASHBACK_TXN_GRAPH","Synonym for V_$FLASHBACK_TXN_GRAPH"
"V$FLASHBACK_TXN_MODS","Synonym for V_$FLASHBACK_TXN_MODS"
"V$FLASH_RECOVERY_AREA_USAGE","Synonym for V_$FLASH_RECOVERY_AREA_USAGE"
"V$FOREIGN_ARCHIVED_LOG","Synonym for V_$FOREIGN_ARCHIVED_LOG"
"V$FS_FAILOVER_HISTOGRAM","Synonym for V_$FS_FAILOVER_HISTOGRAM"
"V$FS_FAILOVER_STATS","Synonym for V_$FS_FAILOVER_STATS"
"V$GCSHVMASTER_INFO","Synonym for V_$GCSHVMASTER_INFO"
"V$GCSPFMASTER_INFO","Synonym for V_$GCSPFMASTER_INFO"
"V$GC_ELEMENT","Synonym for V_$GC_ELEMENT"
"V$GC_ELEMENTS_WITH_COLLISIONS","Synonym for V_$GC_ELEMENTS_W_COLLISIONS"
"V$GES_BLOCKING_ENQUEUE","Synonym for V_$GES_BLOCKING_ENQUEUE"
"V$GES_ENQUEUE","Synonym for V_$GES_ENQUEUE"
"V$GLOBALCONTEXT","Synonym for V_$GLOBALCONTEXT"
"V$GLOBAL_BLOCKED_LOCKS","Synonym for V_$GLOBAL_BLOCKED_LOCKS"
"V$GLOBAL_TRANSACTION","Synonym for V_$GLOBAL_TRANSACTION"
"V$GOLDENGATE_CAPTURE","Synonym for V_$GOLDENGATE_CAPTURE"
"V$GOLDENGATE_MESSAGE_TRACKING","Synonym for V_$GOLDENGATE_MESSAGE_TRACKING"
"V$GOLDENGATE_TRANSACTION","Synonym for V_$GOLDENGATE_TRANSACTION"
"V$HANG_INFO","Synonym for V_$HANG_INFO"
"V$HANG_SESSION_INFO","Synonym for V_$HANG_SESSION_INFO"
"V$HM_CHECK","Synonym for V_$HM_CHECK"
"V$HM_CHECK_PARAM","Synonym for V_$HM_CHECK_PARAM"
"V$HM_FINDING","Synonym for V_$HM_FINDING"
"V$HM_INFO","Synonym for V_$HM_INFO"
"V$HM_RECOMMENDATION","Synonym for V_$HM_RECOMMENDATION"
"V$HM_RUN","Synonym for V_$HM_RUN"
"V$HS_AGENT","Synonym for V_$HS_AGENT"
"V$HS_PARAMETER","Synonym for V_$HS_PARAMETER"
"V$HS_SESSION","Synonym for V_$HS_SESSION"
"V$HVMASTER_INFO","Synonym for V_$HVMASTER_INFO"
"V$INCMETER_CONFIG","Synonym for V_$INCMETER_CONFIG"
"V$INCMETER_INFO","Synonym for V_$INCMETER_INFO"
"V$INCMETER_SUMMARY","Synonym for V_$INCMETER_SUMMARY"
"V$INDEXED_FIXED_COLUMN","Synonym for V_$INDEXED_FIXED_COLUMN"
"V$INSTANCE","Synonym for V_$INSTANCE"
"V$INSTANCE_CACHE_TRANSFER","Synonym for V_$INSTANCE_CACHE_TRANSFER"
"V$INSTANCE_LOG_GROUP","Synonym for V_$INSTANCE_LOG_GROUP"
"V$INSTANCE_RECOVERY","Synonym for V_$INSTANCE_RECOVERY"
"V$IOFUNCMETRIC","Synonym for V_$IOFUNCMETRIC"
"V$IOFUNCMETRIC_HISTORY","Synonym for V_$IOFUNCMETRIC_HISTORY"
"V$IOSTAT_CONSUMER_GROUP","Synonym for V_$IOSTAT_CONSUMER_GROUP"
"V$IOSTAT_FILE","Synonym for V_$IOSTAT_FILE"
"V$IOSTAT_FUNCTION","Synonym for V_$IOSTAT_FUNCTION"
"V$IOSTAT_FUNCTION_DETAIL","Synonym for V_$IOSTAT_FUNCTION_DETAIL"
"V$IOSTAT_NETWORK","Synonym for V_$IOSTAT_NETWORK"
"V$IO_CALIBRATION_STATUS","Synonym for V_$IO_CALIBRATION_STATUS"
"V$IR_FAILURE","Synonym for V_$IR_FAILURE"
"V$IR_FAILURE_SET","Synonym for V_$IR_FAILURE_SET"
"V$IR_MANUAL_CHECKLIST","Synonym for V_$IR_MANUAL_CHECKLIST"
"V$IR_REPAIR","Synonym for V_$IR_REPAIR"
"V$JAVAPOOL","Synonym for V_$JAVAPOOL"
"V$JAVA_LIBRARY_CACHE_MEMORY","Synonym for V_$JAVA_LIBRARY_CACHE_MEMORY"
"V$JAVA_POOL_ADVICE","Synonym for V_$JAVA_POOL_ADVICE"
"V$LATCH","Synonym for V_$LATCH"
"V$LATCHHOLDER","Synonym for V_$LATCHHOLDER"
"V$LATCHNAME","Synonym for V_$LATCHNAME"
"V$LATCH_CHILDREN","Synonym for V_$LATCH_CHILDREN"
"V$LATCH_MISSES","Synonym for V_$LATCH_MISSES"
"V$LATCH_PARENT","Synonym for V_$LATCH_PARENT"
"V$LIBCACHE_LOCKS","Synonym for V_$LIBCACHE_LOCKS"
"V$LIBRARYCACHE","Synonym for V_$LIBRARYCACHE"
"V$LIBRARY_CACHE_MEMORY","Synonym for V_$LIBRARY_CACHE_MEMORY"
"V$LICENSE","Synonym for V_$LICENSE"
"V$LISTENER_NETWORK","Synonym for V_$LISTENER_NETWORK"
"V$LOADISTAT","Synonym for V_$LOADISTAT"
"V$LOADPSTAT","Synonym for V_$LOADPSTAT"
"V$LOBSTAT","Synonym for V_$LOBSTAT"
"V$LOCK","Synonym for V_$LOCK"
"V$LOCKED_OBJECT","Synonym for V_$LOCKED_OBJECT"
"V$LOCKS_WITH_COLLISIONS","Synonym for V_$LOCKS_WITH_COLLISIONS"
"V$LOCK_ACTIVITY","Synonym for V_$LOCK_ACTIVITY"
"V$LOCK_ELEMENT","Synonym for V_$LOCK_ELEMENT"
"V$LOCK_TYPE","Synonym for V_$LOCK_TYPE"
"V$LOG","Synonym for V_$LOG"
"V$LOGFILE","Synonym for V_$LOGFILE"
"V$LOGHIST","Synonym for V_$LOGHIST"
"V$LOGMNR_CALLBACK","Synonym for V_$LOGMNR_CALLBACK"
"V$LOGMNR_CONTENTS","Synonym for V_$LOGMNR_CONTENTS"
"V$LOGMNR_DICTIONARY","Synonym for V_$LOGMNR_DICTIONARY"
"V$LOGMNR_DICTIONARY_LOAD","Synonym for V_$LOGMNR_DICTIONARY_LOAD"
"V$LOGMNR_LATCH","Synonym for V_$LOGMNR_LATCH"
"V$LOGMNR_LOGFILE","Synonym for V_$LOGMNR_LOGFILE"
